stock_code,sw_level1,sw_level2,sw_level2_code
000998,农林牧渔,种植业,801016
002041,农林牧渔,种植业,801016
002772,农林牧渔,种植业,801016
300087,农林牧渔,种植业,801016
300189,农林牧渔,种植业,801016
300511,农林牧渔,种植业,801016
300970,农林牧渔,种植业,801016
600108,农林牧渔,种植业,801016
600313,农林牧渔,种植业,801016
600354,农林牧渔,种植业,801016
600359,农林牧渔,种植业,801016
600371,农林牧渔,种植业,801016
600540,农林牧渔,种植业,801016
600598,农林牧渔,种植业,801016
601118,农林牧渔,种植业,801016
601952,农林牧渔,种植业,801016
603336,农林牧渔,种植业,801016
600883,农林牧渔,种植业,801016
002215,农林牧渔,种植业,801016
000713,农林牧渔,种植业,801016
002069,农林牧渔,渔业,801015
300094,农林牧渔,渔业,801015
600097,农林牧渔,渔业,801015
600257,农林牧渔,渔业,801015
600467,农林牧渔,渔业,801015
000798,农林牧渔,渔业,801015
002679,农林牧渔,林业Ⅱ,801011
600265,农林牧渔,林业Ⅱ,801011
000663,农林牧渔,林业Ⅱ,801011
000592,农林牧渔,林业Ⅱ,801011
002100,农林牧渔,饲料,801014
002311,农林牧渔,饲料,801014
002385,农林牧渔,饲料,801014
002548,农林牧渔,饲料,801014
002567,农林牧渔,饲料,801014
002891,农林牧渔,饲料,801014
300673,农林牧渔,饲料,801014
603363,农林牧渔,饲料,801014
603609,农林牧渔,饲料,801014
603668,农林牧渔,饲料,801014
001313,农林牧渔,饲料,801014
002696,农林牧渔,饲料,801014
603151,农林牧渔,饲料,801014
001366,农林牧渔,饲料,801014
301498,农林牧渔,饲料,801014
688156,农林牧渔,饲料,801014
000876,农林牧渔,饲料,801014
000702,农林牧渔,饲料,801014
000505,农林牧渔,农产品加工,801012
000911,农林牧渔,农产品加工,801012
000930,农林牧渔,农产品加工,801012
000972,农林牧渔,农产品加工,801012
002286,农林牧渔,农产品加工,801012
002481,农林牧渔,农产品加工,801012
002852,农林牧渔,农产品加工,801012
003030,农林牧渔,农产品加工,801012
300138,农林牧渔,农产品加工,801012
300175,农林牧渔,农产品加工,801012
300268,农林牧渔,农产品加工,801012
300999,农林牧渔,农产品加工,801012
600127,农林牧渔,农产品加工,801012
600191,农林牧渔,农产品加工,801012
600251,农林牧渔,农产品加工,801012
600737,农林牧渔,农产品加工,801012
600962,农林牧渔,农产品加工,801012
605198,农林牧渔,农产品加工,801012
603182,农林牧渔,农产品加工,801012
001338,农林牧渔,农产品加工,801012
603231,农林牧渔,农产品加工,801012
002086,农林牧渔,农产品加工,801012
000019,农林牧渔,农产品加工,801012
001201,农林牧渔,养殖业,801017
002124,农林牧渔,养殖业,801017
002157,农林牧渔,养殖业,801017
002234,农林牧渔,养殖业,801017
002299,农林牧渔,养殖业,801017
002321,农林牧渔,养殖业,801017
002458,农林牧渔,养殖业,801017
002714,农林牧渔,养殖业,801017
002746,农林牧渔,养殖业,801017
002982,农林牧渔,养殖业,801017
300313,农林牧渔,养殖业,801017
300498,农林牧渔,养殖业,801017
300761,农林牧渔,养殖业,801017
300967,农林牧渔,养殖业,801017
600965,农林牧渔,养殖业,801017
600975,农林牧渔,养殖业,801017
605296,农林牧渔,养殖业,801017
301116,农林牧渔,养殖业,801017
603477,农林牧渔,养殖业,801017
000048,农林牧渔,养殖业,801017
603717,农林牧渔,养殖业,801017
000735,农林牧渔,养殖业,801017
002868,农林牧渔,动物保健Ⅱ,801018
300119,农林牧渔,动物保健Ⅱ,801018
300871,农林牧渔,动物保健Ⅱ,801018
600195,农林牧渔,动物保健Ⅱ,801018
600201,农林牧渔,动物保健Ⅱ,801018
603566,农林牧渔,动物保健Ⅱ,801018
688098,农林牧渔,动物保健Ⅱ,801018
688526,农林牧渔,动物保健Ⅱ,801018
002688,农林牧渔,动物保健Ⅱ,801018
300021,农林牧渔,农业综合Ⅱ,801019
002556,农林牧渔,农业综合Ⅱ,801019
000545,基础化工,化学原料,801033
000635,基础化工,化学原料,801033
000683,基础化工,化学原料,801033
000707,基础化工,化学原料,801033
000818,基础化工,化学原料,801033
000822,基础化工,化学原料,801033
000830,基础化工,化学原料,801033
000990,基础化工,化学原料,801033
001217,基础化工,化学原料,801033
002092,基础化工,化学原料,801033
002109,基础化工,化学原料,801033
002136,基础化工,化学原料,801033
002145,基础化工,化学原料,801033
002386,基础化工,化学原料,801033
002601,基础化工,化学原料,801033
002748,基础化工,化学原料,801033
003017,基础化工,化学原料,801033
300082,基础化工,化学原料,801033
300891,基础化工,化学原料,801033
300927,基础化工,化学原料,801033
301069,基础化工,化学原料,801033
301118,基础化工,化学原料,801033
600075,基础化工,化学原料,801033
600319,基础化工,化学原料,801033
600328,基础化工,化学原料,801033
600367,基础化工,化学原料,801033
600610,基础化工,化学原料,801033
600618,基础化工,化学原料,801033
600623,基础化工,化学原料,801033
600714,基础化工,化学原料,801033
600727,基础化工,化学原料,801033
600746,基础化工,化学原料,801033
600844,基础化工,化学原料,801033
600929,基础化工,化学原料,801033
600935,基础化工,化学原料,801033
600955,基础化工,化学原料,801033
600989,基础化工,化学原料,801033
601216,基础化工,化学原料,801033
601568,基础化工,化学原料,801033
601678,基础化工,化学原料,801033
603067,基础化工,化学原料,801033
603213,基础化工,化学原料,801033
603299,基础化工,化学原料,801033
603663,基础化工,化学原料,801033
301256,基础化工,化学原料,801033
000691,基础化工,化学原料,801033
002274,基础化工,化学原料,801033
002648,基础化工,化学原料,801033
600409,基础化工,化学原料,801033
600722,基础化工,化学原料,801033
603938,基础化工,化学原料,801033
601065,基础化工,化学原料,801033
603113,基础化工,化学原料,801033
301190,基础化工,化学原料,801033
600423,基础化工,化学原料,801033
600784,基础化工,化学原料,801033
000510,基础化工,化学原料,801033
000881,基础化工,化学制品,801034
001218,基础化工,化学制品,801034
002037,基础化工,化学制品,801034
002054,基础化工,化学制品,801034
002096,基础化工,化学制品,801034
002165,基础化工,化学制品,801034
002211,基础化工,化学制品,801034
002226,基础化工,化学制品,801034
002246,基础化工,化学制品,801034
002319,基础化工,化学制品,801034
002326,基础化工,化学制品,801034
002360,基础化工,化学制品,801034
002407,基础化工,化学制品,801034
002440,基础化工,化学制品,801034
002453,基础化工,化学制品,801034
002455,基础化工,化学制品,801034
002549,基础化工,化学制品,801034
002562,基础化工,化学制品,801034
002597,基础化工,化学制品,801034
002637,基础化工,化学制品,801034
002666,基础化工,化学制品,801034
002669,基础化工,化学制品,801034
002683,基础化工,化学制品,801034
002783,基础化工,化学制品,801034
002802,基础化工,化学制品,801034
002809,基础化工,化学制品,801034
002810,基础化工,化学制品,801034
002827,基础化工,化学制品,801034
002909,基础化工,化学制品,801034
002915,基础化工,化学制品,801034
002917,基础化工,化学制品,801034
002971,基础化工,化学制品,801034
003002,基础化工,化学制品,801034
300019,基础化工,化学制品,801034
300041,基础化工,化学制品,801034
300067,基础化工,化学制品,801034
300107,基础化工,化学制品,801034
300109,基础化工,化学制品,801034
300163,基础化工,化学制品,801034
300169,基础化工,化学制品,801034
300174,基础化工,化学制品,801034
300200,基础化工,化学制品,801034
300225,基础化工,化学制品,801034
300321,基础化工,化学制品,801034
300405,基础化工,化学制品,801034
300522,基础化工,化学制品,801034
300535,基础化工,化学制品,801034
300641,基础化工,化学制品,801034
300665,基础化工,化学制品,801034
300721,基础化工,化学制品,801034
300727,基础化工,化学制品,801034
300741,基础化工,化学制品,801034
300758,基础化工,化学制品,801034
300798,基础化工,化学制品,801034
300801,基础化工,化学制品,801034
300821,基础化工,化学制品,801034
300829,基础化工,化学制品,801034
300848,基础化工,化学制品,801034
300858,基础化工,化学制品,801034
300910,基础化工,化学制品,801034
301036,基础化工,化学制品,801034
301037,基础化工,化学制品,801034
301059,基础化工,化学制品,801034
301076,基础化工,化学制品,801034
301077,基础化工,化学制品,801034
301100,基础化工,化学制品,801034
301149,基础化工,化学制品,801034
600160,基础化工,化学制品,801034
600165,基础化工,化学制品,801034
600230,基础化工,化学制品,801034
600273,基础化工,化学制品,801034
600299,基础化工,化学制品,801034
600309,基础化工,化学制品,801034
600352,基础化工,化学制品,801034
600378,基础化工,化学制品,801034
600500,基础化工,化学制品,801034
600866,基础化工,化学制品,801034
603020,基础化工,化学制品,801034
603041,基础化工,化学制品,801034
603110,基础化工,化学制品,801034
603155,基础化工,化学制品,801034
603188,基础化工,化学制品,801034
603192,基础化工,化学制品,801034
603217,基础化工,化学制品,801034
603227,基础化工,化学制品,801034
603379,基础化工,化学制品,801034
603505,基础化工,化学制品,801034
603681,基础化工,化学制品,801034
603683,基础化工,化学制品,801034
603790,基础化工,化学制品,801034
603822,基础化工,化学制品,801034
603823,基础化工,化学制品,801034
603867,基础化工,化学制品,801034
603916,基础化工,化学制品,801034
603948,基础化工,化学制品,801034
603968,基础化工,化学制品,801034
603977,基础化工,化学制品,801034
603980,基础化工,化学制品,801034
605016,基础化工,化学制品,801034
605020,基础化工,化学制品,801034
605077,基础化工,化学制品,801034
605366,基础化工,化学制品,801034
605399,基础化工,化学制品,801034
605566,基础化工,化学制品,801034
688065,基础化工,化学制品,801034
688089,基础化工,化学制品,801034
688129,基础化工,化学制品,801034
688133,基础化工,化学制品,801034
688157,基础化工,化学制品,801034
688179,基础化工,化学制品,801034
688196,基础化工,化学制品,801034
688199,基础化工,化学制品,801034
688350,基础化工,化学制品,801034
688398,基础化工,化学制品,801034
688571,基础化工,化学制品,801034
688625,基础化工,化学制品,801034
688639,基础化工,化学制品,801034
688659,基础化工,化学制品,801034
301206,基础化工,化学制品,801034
688267,基础化工,化学制品,801034
603051,基础化工,化学制品,801034
301212,基础化工,化学制品,801034
301286,基础化工,化学制品,801034
301156,基础化工,化学制品,801034
301220,基础化工,化学制品,801034
603235,基础化工,化学制品,801034
002166,基础化工,化学制品,801034
002591,基础化工,化学制品,801034
300214,基础化工,化学制品,801034
300596,基础化工,化学制品,801034
300610,基础化工,化学制品,801034
300637,基础化工,化学制品,801034
600873,基础化工,化学制品,801034
603010,基础化工,化学制品,801034
603181,基础化工,化学制品,801034
603260,基础化工,化学制品,801034
603722,基础化工,化学制品,801034
603739,基础化工,化学制品,801034
688269,基础化工,化学制品,801034
688357,基础化工,化学制品,801034
603255,基础化工,化学制品,801034
301209,基础化工,化学制品,801034
301283,基础化工,化学制品,801034
603281,基础化工,化学制品,801034
301373,基础化工,化学制品,801034
603065,基础化工,化学制品,801034
603125,基础化工,化学制品,801034
603172,基础化工,化学制品,801034
300343,基础化工,化学制品,801034
301518,基础化工,化学制品,801034
300072,基础化工,化学制品,801034
603276,基础化工,化学制品,801034
603062,基础化工,化学制品,801034
001358,基础化工,化学制品,801034
603004,基础化工,化学制品,801034
603285,基础化工,化学制品,801034
002430,基础化工,化学制品,801034
002497,基础化工,化学制品,801034
603079,基础化工,化学制品,801034
002001,基础化工,化学制品,801034
603310,基础化工,化学制品,801034
301618,基础化工,化学制品,801034
301617,基础化工,化学制品,801034
301585,基础化工,化学制品,801034
001335,基础化工,化学制品,801034
603120,基础化工,化学制品,801034
688602,基础化工,化学制品,801034
603334,基础化工,化学制品,801034
301683,基础化工,化学制品,801034
300886,基础化工,化学制品,801034
000565,基础化工,化学制品,801034
000677,基础化工,化学纤维,801032
000782,基础化工,化学纤维,801032
000936,基础化工,化学纤维,801032
002064,基础化工,化学纤维,801032
002206,基础化工,化学纤维,801032
002427,基础化工,化学纤维,801032
002998,基础化工,化学纤维,801032
300876,基础化工,化学纤维,801032
301057,基础化工,化学纤维,801032
600063,基础化工,化学纤维,801032
600810,基础化工,化学纤维,801032
603225,基础化工,化学纤维,801032
603332,基础化工,化学纤维,801032
605166,基础化工,化学纤维,801032
688722,基础化工,化学纤维,801032
688295,基础化工,化学纤维,801032
600370,基础化工,化学纤维,801032
603073,基础化工,化学纤维,801032
002254,基础化工,化学纤维,801032
000949,基础化工,化学纤维,801032
300905,基础化工,化学纤维,801032
603382,基础化工,化学纤维,801032
603406,基础化工,化学纤维,801032
601113,基础化工,化学纤维,801032
001369,基础化工,化学纤维,801032
000420,基础化工,化学纤维,801032
000973,基础化工,塑料,801036
002108,基础化工,塑料,801036
002263,基础化工,塑料,801036
002324,基础化工,塑料,801036
002361,基础化工,塑料,801036
002395,基础化工,塑料,801036
002522,基础化工,塑料,801036
002585,基础化工,塑料,801036
002632,基础化工,塑料,801036
002768,基础化工,塑料,801036
002825,基础化工,塑料,801036
002838,基础化工,塑料,801036
002886,基础化工,塑料,801036
300180,基础化工,塑料,801036
300218,基础化工,塑料,801036
300221,基础化工,塑料,801036
300230,基础化工,塑料,801036
300243,基础化工,塑料,801036
300305,基础化工,塑料,801036
300478,基础化工,塑料,801036
300487,基础化工,塑料,801036
300538,基础化工,塑料,801036
300539,基础化工,塑料,801036
300586,基础化工,塑料,801036
300644,基础化工,塑料,801036
300717,基础化工,塑料,801036
300806,基础化工,塑料,801036
300920,基础化工,塑料,801036
300980,基础化工,塑料,801036
300995,基础化工,塑料,801036
301003,基础化工,塑料,801036
301019,基础化工,塑料,801036
301092,基础化工,塑料,801036
600135,基础化工,塑料,801036
600143,基础化工,塑料,801036
601208,基础化工,塑料,801036
603330,基础化工,塑料,801036
603580,基础化工,塑料,801036
603879,基础化工,塑料,801036
603928,基础化工,塑料,801036
605008,基础化工,塑料,801036
605589,基础化工,塑料,801036
688219,基础化工,塑料,801036
688323,基础化工,塑料,801036
688386,基础化工,塑料,801036
688585,基础化工,塑料,801036
688669,基础化工,塑料,801036
688718,基础化工,塑料,801036
301196,基础化工,塑料,801036
603150,基础化工,塑料,801036
301131,基础化工,塑料,801036
301237,基础化工,塑料,801036
000920,基础化工,塑料,801036
300834,基础化工,塑料,801036
301090,基础化工,塑料,801036
301216,基础化工,塑料,801036
605488,基础化工,塑料,801036
688203,基础化工,塑料,801036
001255,基础化工,塑料,801036
001333,基础化工,塑料,801036
301395,基础化工,塑料,801036
688716,基础化工,塑料,801036
001378,基础化工,塑料,801036
301555,基础化工,塑料,801036
301591,基础化工,塑料,801036
301538,基础化工,塑料,801036
001359,基础化工,塑料,801036
301565,基础化工,塑料,801036
601026,基础化工,塑料,801036
301687,基础化工,塑料,801036
603435,基础化工,塑料,801036
000859,基础化工,塑料,801036
002068,基础化工,橡胶,801037
002224,基础化工,橡胶,801037
002381,基础化工,橡胶,801037
002442,基础化工,橡胶,801037
002753,基础化工,橡胶,801037
300121,基础化工,橡胶,801037
300320,基础化工,橡胶,801037
300587,基础化工,橡胶,801037
300731,基础化工,橡胶,801037
300767,基础化工,橡胶,801037
603033,基础化工,橡胶,801037
603650,基础化工,橡胶,801037
605183,基础化工,橡胶,801037
301300,基础化工,橡胶,801037
301459,基础化工,橡胶,801037
001325,基础化工,橡胶,801037
001207,基础化工,橡胶,801037
000553,基础化工,农化制品,801038
000731,基础化工,农化制品,801038
000792,基础化工,农化制品,801038
000893,基础化工,农化制品,801038
000902,基础化工,农化制品,801038
000912,基础化工,农化制品,801038
002170,基础化工,农化制品,801038
002250,基础化工,农化制品,801038
002258,基础化工,农化制品,801038
002312,基础化工,农化制品,801038
002391,基础化工,农化制品,801038
002470,基础化工,农化制品,801038
002496,基础化工,农化制品,801038
002513,基础化工,农化制品,801038
002538,基础化工,农化制品,801038
002539,基础化工,农化制品,801038
002588,基础化工,农化制品,801038
002734,基础化工,农化制品,801038
002749,基础化工,农化制品,801038
002895,基础化工,农化制品,801038
002942,基础化工,农化制品,801038
002999,基础化工,农化制品,801038
003042,基础化工,农化制品,801038
300261,基础化工,农化制品,801038
300387,基础化工,农化制品,801038
300505,基础化工,农化制品,801038
300575,基础化工,农化制品,801038
300796,基础化工,农化制品,801038
301035,基础化工,农化制品,801038
600078,基础化工,农化制品,801038
600096,基础化工,农化制品,801038
600141,基础化工,农化制品,801038
600389,基础化工,农化制品,801038
600470,基础化工,农化制品,801038
600486,基础化工,农化制品,801038
600691,基础化工,农化制品,801038
600731,基础化工,农化制品,801038
603086,基础化工,农化制品,801038
603360,基础化工,农化制品,801038
603585,基础化工,农化制品,801038
603599,基础化工,农化制品,801038
603639,基础化工,农化制品,801038
603810,基础化工,农化制品,801038
603970,基础化工,农化制品,801038
605033,基础化工,农化制品,801038
000422,基础化工,农化制品,801038
002545,基础化工,农化制品,801038
600227,基础化工,农化制品,801038
600331,基础化工,农化制品,801038
600426,基础化工,农化制品,801038
603077,基础化工,农化制品,801038
001231,基础化工,农化制品,801038
300804,基础化工,农化制品,801038
600596,基础化工,农化制品,801038
603395,基础化工,农化制品,801038
301665,基础化工,农化制品,801038
002758,基础化工,农化制品,801038
000408,基础化工,农化制品,801038
000525,基础化工,农化制品,801038
603612,基础化工,非金属材料Ⅱ,801039
603688,基础化工,非金属材料Ⅱ,801039
603826,基础化工,非金属材料Ⅱ,801039
605086,基础化工,非金属材料Ⅱ,801039
688300,基础化工,非金属材料Ⅱ,801039
001296,基础化工,非金属材料Ⅱ,801039
688598,基础化工,非金属材料Ⅱ,801039
301071,基础化工,非金属材料Ⅱ,801039
000655,钢铁,冶钢原料,801043
000923,钢铁,冶钢原料,801043
001203,钢铁,冶钢原料,801043
600295,钢铁,冶钢原料,801043
600516,钢铁,冶钢原料,801043
601969,钢铁,冶钢原料,801043
600382,钢铁,冶钢原料,801043
601121,钢铁,冶钢原料,801043
000629,钢铁,冶钢原料,801043
000717,钢铁,普钢,801044
000761,钢铁,普钢,801044
000778,钢铁,普钢,801044
000898,钢铁,普钢,801044
000932,钢铁,普钢,801044
000959,钢铁,普钢,801044
002110,钢铁,普钢,801044
600010,钢铁,普钢,801044
600019,钢铁,普钢,801044
600022,钢铁,普钢,801044
600126,钢铁,普钢,801044
600231,钢铁,普钢,801044
600307,钢铁,普钢,801044
600569,钢铁,普钢,801044
600581,钢铁,普钢,801044
600782,钢铁,普钢,801044
600808,钢铁,普钢,801044
601003,钢铁,普钢,801044
601005,钢铁,普钢,801044
601686,钢铁,普钢,801044
603878,钢铁,普钢,801044
000709,钢铁,普钢,801044
000825,钢铁,特钢Ⅱ,801045
002075,钢铁,特钢Ⅱ,801045
002318,钢铁,特钢Ⅱ,801045
002443,钢铁,特钢Ⅱ,801045
002478,钢铁,特钢Ⅱ,801045
300881,钢铁,特钢Ⅱ,801045
600117,钢铁,特钢Ⅱ,801045
600399,钢铁,特钢Ⅱ,801045
600507,钢铁,特钢Ⅱ,801045
603995,钢铁,特钢Ⅱ,801045
600282,钢铁,特钢Ⅱ,801045
000708,钢铁,特钢Ⅱ,801045
000795,有色金属,金属新材料,801051
000969,有色金属,金属新材料,801051
000970,有色金属,金属新材料,801051
300127,有色金属,金属新材料,801051
300224,有色金属,金属新材料,801051
300748,有色金属,金属新材料,801051
300811,有色金属,金属新材料,801051
300835,有色金属,金属新材料,801051
300855,有色金属,金属新材料,801051
300930,有色金属,金属新材料,801051
300963,有色金属,金属新材料,801051
600255,有色金属,金属新材料,801051
600366,有色金属,金属新材料,801051
601137,有色金属,金属新材料,801051
603045,有色金属,金属新材料,801051
603978,有色金属,金属新材料,801051
688077,有色金属,金属新材料,801051
688190,有色金属,金属新材料,801051
688231,有色金属,金属新材料,801051
688102,有色金属,金属新材料,801051
688786,有色金属,金属新材料,801051
301141,有色金属,金属新材料,801051
301323,有色金属,金属新材料,801051
605158,有色金属,金属新材料,801051
688456,有色金属,金属新材料,801051
301522,有色金属,金属新材料,801051
301622,有色金属,金属新材料,801051
603072,有色金属,金属新材料,801051
603124,有色金属,金属新材料,801051
688811,有色金属,金属新材料,801051
301531,有色金属,金属新材料,801051
000633,有色金属,金属新材料,801051
000426,有色金属,工业金属,801055
000603,有色金属,工业金属,801055
000612,有色金属,工业金属,801055
000630,有色金属,工业金属,801055
000751,有色金属,工业金属,801055
000758,有色金属,工业金属,801055
000807,有色金属,工业金属,801055
000878,有色金属,工业金属,801055
000933,有色金属,工业金属,801055
002114,有色金属,工业金属,801055
002160,有色金属,工业金属,801055
002171,有色金属,工业金属,801055
002203,有色金属,工业金属,801055
002295,有色金属,工业金属,801055
002379,有色金属,工业金属,801055
002501,有色金属,工业金属,801055
002532,有色金属,工业金属,801055
002540,有色金属,工业金属,801055
002578,有色金属,工业金属,801055
002824,有色金属,工业金属,801055
002988,有色金属,工业金属,801055
002996,有色金属,工业金属,801055
003038,有色金属,工业金属,801055
300057,有色金属,工业金属,801055
300337,有色金属,工业金属,801055
300697,有色金属,工业金属,801055
600219,有色金属,工业金属,801055
600338,有色金属,工业金属,801055
600362,有色金属,工业金属,801055
600490,有色金属,工业金属,801055
600497,有色金属,工业金属,801055
600531,有色金属,工业金属,801055
600595,有色金属,工业金属,801055
600768,有色金属,工业金属,801055
600888,有色金属,工业金属,801055
600961,有色金属,工业金属,801055
601168,有色金属,工业金属,801055
601388,有色金属,工业金属,801055
601600,有色金属,工业金属,801055
601609,有色金属,工业金属,801055
601677,有色金属,工业金属,801055
601702,有色金属,工业金属,801055
601899,有色金属,工业金属,801055
603527,有色金属,工业金属,801055
603876,有色金属,工业金属,801055
603937,有色金属,工业金属,801055
605208,有色金属,工业金属,801055
603132,有色金属,工业金属,801055
000737,有色金属,工业金属,801055
300328,有色金属,工业金属,801055
600615,有色金属,工业金属,801055
601020,有色金属,工业金属,801055
600361,有色金属,工业金属,801055
601212,有色金属,工业金属,801055
603979,有色金属,工业金属,801055
603993,有色金属,工业金属,801055
603271,有色金属,工业金属,801055
600711,有色金属,工业金属,801055
000060,有色金属,工业金属,801055
002155,有色金属,贵金属,801053
002237,有色金属,贵金属,801053
002716,有色金属,贵金属,801053
600489,有色金属,贵金属,801053
600547,有色金属,贵金属,801053
600988,有色金属,贵金属,801053
601069,有色金属,贵金属,801053
000506,有色金属,贵金属,801053
300139,有色金属,贵金属,801053
001337,有色金属,贵金属,801053
000975,有色金属,贵金属,801053
000831,有色金属,小金属,801054
000960,有色金属,小金属,801054
000962,有色金属,小金属,801054
002149,有色金属,小金属,801054
002167,有色金属,小金属,801054
002182,有色金属,小金属,801054
002378,有色金属,小金属,801054
002428,有色金属,小金属,801054
002738,有色金属,小金属,801054
002842,有色金属,小金属,801054
002978,有色金属,小金属,801054
301026,有色金属,小金属,801054
600111,有色金属,小金属,801054
600259,有色金属,小金属,801054
600281,有色金属,小金属,801054
600392,有色金属,小金属,801054
600456,有色金属,小金属,801054
600459,有色金属,小金属,801054
600549,有色金属,小金属,801054
601958,有色金属,小金属,801054
600301,有色金属,小金属,801054
688750,有色金属,小金属,801054
001280,有色金属,小金属,801054
001257,有色金属,小金属,801054
603407,有色金属,小金属,801054
000688,有色金属,小金属,801054
000657,有色金属,小金属,801054
002240,有色金属,能源金属,801056
002460,有色金属,能源金属,801056
002466,有色金属,能源金属,801056
300618,有色金属,能源金属,801056
603799,有色金属,能源金属,801056
301219,有色金属,能源金属,801056
002192,有色金属,能源金属,801056
002756,有色金属,能源金属,801056
603399,有色金属,能源金属,801056
605376,有色金属,能源金属,801056
000762,有色金属,能源金属,801056
002077,电子,半导体,801081
002119,电子,半导体,801081
002156,电子,半导体,801081
002185,电子,半导体,801081
002371,电子,半导体,801081
002409,电子,半导体,801081
003026,电子,半导体,801081
003043,电子,半导体,801081
300046,电子,半导体,801081
300077,电子,半导体,801081
300223,电子,半导体,801081
300327,电子,半导体,801081
300373,电子,半导体,801081
300456,电子,半导体,801081
300458,电子,半导体,801081
300604,电子,半导体,801081
300613,电子,半导体,801081
300623,电子,半导体,801081
300661,电子,半导体,801081
300666,电子,半导体,801081
300671,电子,半导体,801081
300672,电子,半导体,801081
300706,电子,半导体,801081
300782,电子,半导体,801081
300831,电子,半导体,801081
600171,电子,半导体,801081
600206,电子,半导体,801081
600360,电子,半导体,801081
600460,电子,半导体,801081
600584,电子,半导体,801081
603005,电子,半导体,801081
603068,电子,半导体,801081
603160,电子,半导体,801081
603290,电子,半导体,801081
603501,电子,半导体,801081
603690,电子,半导体,801081
603893,电子,半导体,801081
603986,电子,半导体,801081
605111,电子,半导体,801081
605358,电子,半导体,801081
688008,电子,半导体,801081
688012,电子,半导体,801081
688018,电子,半导体,801081
688037,电子,半导体,801081
688049,电子,半导体,801081
688082,电子,半导体,801081
688099,电子,半导体,801081
688107,电子,半导体,801081
688110,电子,半导体,801081
688123,电子,半导体,801081
688126,电子,半导体,801081
688135,电子,半导体,801081
688138,电子,半导体,801081
688200,电子,半导体,801081
688216,电子,半导体,801081
688230,电子,半导体,801081
688233,电子,半导体,801081
688256,电子,半导体,801081
688286,电子,半导体,801081
688368,电子,半导体,801081
688385,电子,半导体,801081
688396,电子,半导体,801081
688508,电子,半导体,801081
688521,电子,半导体,801081
688536,电子,半导体,801081
688589,电子,半导体,801081
688601,电子,半导体,801081
688608,电子,半导体,801081
688689,电子,半导体,801081
688699,电子,半导体,801081
688711,电子,半导体,801081
688728,电子,半导体,801081
688766,电子,半导体,801081
688798,电子,半导体,801081
688981,电子,半导体,801081
688262,电子,半导体,801081
688234,电子,半导体,801081
688259,电子,半导体,801081
688220,电子,半导体,801081
688173,电子,半导体,801081
688270,电子,半导体,801081
688261,电子,半导体,801081
688048,电子,半导体,801081
688153,电子,半导体,801081
688209,电子,半导体,801081
688072,电子,半导体,801081
688279,电子,半导体,801081
688052,电子,半导体,801081
688325,电子,半导体,801081
688167,电子,半导体,801081
688213,电子,半导体,801081
688045,电子,半导体,801081
688120,电子,半导体,801081
688047,电子,半导体,801081
688332,电子,半导体,801081
688130,电子,半导体,801081
600745,电子,半导体,801081
600877,电子,半导体,801081
688595,电子,半导体,801081
301308,电子,半导体,801081
688380,电子,半导体,801081
688661,电子,半导体,801081
688041,电子,半导体,801081
688401,电子,半导体,801081
688403,电子,半导体,801081
688381,电子,半导体,801081
688416,电子,半导体,801081
688391,电子,半导体,801081
301369,电子,半导体,801081
688252,电子,半导体,801081
688409,电子,半导体,801081
688061,电子,半导体,801081
688372,电子,半导体,801081
688419,电子,半导体,801081
688432,电子,半导体,801081
688362,电子,半导体,801081
688172,电子,半导体,801081
688498,电子,半导体,801081
688141,电子,半导体,801081
301297,电子,半导体,801081
688525,电子,半导体,801081
688515,电子,半导体,801081
688486,电子,半导体,801081
603061,电子,半导体,801081
688535,电子,半导体,801081
688484,电子,半导体,801081
688352,电子,半导体,801081
688146,电子,半导体,801081
688478,电子,半导体,801081
688249,电子,半导体,801081
688469,电子,半导体,801081
688512,电子,半导体,801081
688361,电子,半导体,801081
688458,电子,半导体,801081
688593,电子,半导体,801081
688620,电子,半导体,801081
688582,电子,半导体,801081
002213,电子,半导体,801081
688347,电子,半导体,801081
301348,电子,半导体,801081
688693,电子,半导体,801081
688591,电子,半导体,801081
688702,电子,半导体,801081
688653,电子,半导体,801081
688652,电子,半导体,801081
688720,电子,半导体,801081
603375,电子,半导体,801081
688709,电子,半导体,801081
688584,电子,半导体,801081
301536,电子,半导体,801081
688691,电子,半导体,801081
688530,电子,半导体,801081
001309,电子,半导体,801081
300053,电子,半导体,801081
688721,电子,半导体,801081
301611,电子,半导体,801081
688449,电子,半导体,801081
688605,电子,半导体,801081
301629,电子,半导体,801081
301678,电子,半导体,801081
688729,电子,半导体,801081
603991,电子,半导体,801081
688783,电子,半导体,801081
688727,电子,半导体,801081
688795,电子,半导体,801081
688790,电子,半导体,801081
688802,电子,半导体,801081
688807,电子,半导体,801081
688809,电子,半导体,801081
688785,电子,半导体,801081
301666,电子,半导体,801081
688820,电子,半导体,801081
688797,电子,半导体,801081
600641,电子,半导体,801081
603316,电子,半导体,801081
301583,电子,半导体,801081
688825,电子,半导体,801081
002049,电子,半导体,801081
000823,电子,元件,801083
002134,电子,元件,801083
002138,电子,元件,801083
002199,电子,元件,801083
002384,电子,元件,801083
002436,电子,元件,801083
002463,电子,元件,801083
002484,电子,元件,801083
002579,电子,元件,801083
002636,电子,元件,801083
002815,电子,元件,801083
002913,电子,元件,801083
002916,电子,元件,801083
002938,电子,元件,801083
